NACA 65-310
  1.000000  0.000000
  0.999909  0.001074
  0.999460  0.001152
  0.998712  0.001282
  0.997666  0.001462
  0.996322  0.001694
  0.994681  0.001977
  0.992743  0.002310
  0.990511  0.002692
  0.987985  0.003124
  0.985166  0.003603
  0.982057  0.004130
  0.978659  0.004703
  0.974974  0.005321
  0.971004  0.005983
  0.966752  0.006689
  0.962220  0.007436
  0.957410  0.008224
  0.952326  0.009051
  0.946970  0.009916
  0.941346  0.010817
  0.935456  0.011752
  0.929305  0.012721
  0.922895  0.013722
  0.916231  0.014753
  0.909316  0.015812
  0.902155  0.016898
  0.894752  0.018009
  0.887110  0.019143
  0.879235  0.020299
  0.871131  0.021474
  0.862803  0.022668
  0.854256  0.023877
  0.845494  0.025101
  0.836524  0.026337
  0.827350  0.027585
  0.817978  0.028841
  0.808413  0.030104
  0.798661  0.031372
  0.788728  0.032644
  0.778619  0.033917
  0.768341  0.035190
  0.757900  0.036461
  0.747302  0.037728
  0.736554  0.038990
  0.725661  0.040244
  0.714631  0.041489
  0.703469  0.042722
  0.692183  0.043943
  0.680779  0.045149
  0.669265  0.046339
  0.657647  0.047511
  0.645931  0.048662
  0.634126  0.049792
  0.622238  0.050899
  0.610275  0.051980
  0.598243  0.053034
  0.586150  0.054060
  0.574003  0.055056
  0.561810  0.056020
  0.549578  0.056950
  0.537314  0.057845
  0.525027  0.058703
  0.512722  0.059523
  0.500408  0.060302
  0.488093  0.061041
  0.475783  0.061736
  0.463486  0.062388
  0.451211  0.062993
  0.438963  0.063551
  0.426752  0.064061
  0.414583  0.064522
  0.402466  0.064931
  0.390353  0.065284
  0.378291  0.065567
  0.366302  0.065779
  0.354393  0.065921
  0.342571  0.065992
  0.330845  0.065990
  0.319222  0.065917
  0.307708  0.065773
  0.296311  0.065556
  0.285039  0.065268
  0.273899  0.064908
  0.262897  0.064478
  0.252040  0.063977
  0.241336  0.063407
  0.230792  0.062768
  0.220413  0.062062
  0.210206  0.061289
  0.200179  0.060451
  0.190337  0.059549
  0.180686  0.058584
  0.171232  0.057559
  0.161982  0.056474
